"EM noise, signal 0","EM noise, signal 1"
5.33,-0.955
5.275,-0.96
5.235,-0.94
5.28,-0.935
5.27,-0.935
5.19,-0.955
5.16,-0.925
5.195,-0.93
5.255,-0.96
5.2,-0.985
5.14,-0.975
5.11,-0.95
5.17,-0.935
5.225,-0.985
5.255,-1.02
5.255,-1.02
5.23,-1.015
5.21,-1.005
5.22,-0.995
5.225,-1.01
5.195,-1.02
5.14,-1.03
5.085,-1.0
5.135,-1.005
5.195,-1.035
5.21,-1.075
5.18,-1.075
5.14,-1.06
5.1,-1.04
5.03,-1.005
5.0,-0.995
5.0,-1.02
5.03,-1.045
5.015,-1.025
4.98,-0.98
4.96,-0.92
4.965,-0.93
4.965,-0.95
4.92,-0.97
4.865,-0.955
4.815,-0.945
4.77,-0.935
4.74,-0.92
4.725,-0.915
4.725,-0.905
4.8,-0.915
4.83,-0.925
4.835,-0.935
4.81,-0.935
4.84,-0.935
4.885,-0.935
4.87,-0.94
4.945,-0.935
4.995,-0.96
5.06,-0.99
5.045,-1.0
5.035,-1.0
5.04,-0.995
5.11,-1.02
5.225,-1.03
5.36,-1.04
5.5,-1.05
5.66,-1.05
5.835,-1.045
6.025,-1.035
6.31,-1.045
6.575,-1.06
6.795,-1.07
6.855,-1.09
6.865,-1.115
6.855,-1.135
6.865,-1.14
6.87,-1.16
6.855,-1.175
6.805,-1.165
6.69,-1.15
6.59,-1.13
6.505,-1.11
6.435,-1.095
6.315,-1.09
6.165,-1.1
6.035,-1.085
5.96,-1.055
5.91,-1.025
5.88,-1.015
5.86,-1.015
5.84,-1.02
5.85,-1.02
5.815,-1.015
5.81,-1.015
5.81,-1.005
5.81,-1.015
5.805,-1.025
5.785,-1.04
5.76,-1.04
5.765,-1.03
5.78,-1.02
5.78,-1.02
5.795,-1.02
5.82,-1.01
5.84,-0.98
5.85,-0.96
5.86,-0.945
5.875,-0.93
5.875,-0.91
5.88,-0.905
5.875,-0.91
5.85,-0.895
5.835,-0.89
5.805,-0.89
5.77,-0.9
5.73,-0.925
5.705,-0.95
5.69,-0.97
5.65,-0.995
5.625,-1.02
5.605,-1.045
5.555,-1.06
5.53,-1.08
5.515,-1.1
5.5,-1.1
5.495,-1.095
5.49,-1.095
5.49,-1.095
5.465,-1.085
5.46,-1.085
5.47,-1.105
5.445,-1.095
5.425,-1.09
5.405,-1.09
5.385,-1.065
5.37,-1.065
5.35,-1.075
5.31,-1.07
5.29,-1.085
5.27,-1.095
5.245,-1.075
5.22,-1.05
5.2,-1.025
5.18,-1.0
5.15,-1.0
5.125,-1.01
5.105,-1.025
5.1,-1.045
5.085,-1.055
5.06,-1.06
5.015,-1.05
4.97,-1.035
4.945,-1.025
4.925,-1.01
4.89,-1.02
4.86,-1.015
4.83,-1.0
4.785,-0.985
4.77,-0.995
4.76,-1.015
4.755,-1.015
4.72,-1.025
4.705,-1.035
4.7,-1.035
4.735,-1.045
4.725,-1.045
4.69,-1.045
4.675,-1.05
4.645,-1.055
4.615,-1.06
4.615,-1.06
4.605,-1.07
4.59,-1.08
4.585,-1.09
4.575,-1.095
4.565,-1.1
4.565,-1.095
4.565,-1.115
4.57,-1.125
4.585,-1.12
4.585,-1.125
4.595,-1.13
4.61,-1.13
4.61,-1.13
4.615,-1.12
4.62,-1.115
4.625,-1.125
4.615,-1.12
4.61,-1.115
4.63,-1.125
4.575,-1.125
4.55,-1.11
4.54,-1.09
4.56,-1.1
4.57,-1.105
4.58,-1.105
4.61,-1.09
4.615,-1.1
4.59,-1.115
4.615,-1.115
4.46,-1.09
4.4,-1.08
4.35,-1.085
4.31,-1.085
4.295,-1.08
4.295,-1.08
4.3,-1.09
4.32,-1.095
4.345,-1.1
4.375,-1.11
4.365,-1.115
4.35,-1.11
4.36,-1.115
4.355,-1.125
4.35,-1.135
4.36,-1.14
4.36,-1.14
4.35,-1.15
4.34,-1.155
4.35,-1.165
4.355,-1.17
4.355,-1.165
4.355,-1.165
4.375,-1.17
4.405,-1.17
4.45,-1.18
4.475,-1.18
4.49,-1.17
4.505,-1.15
4.53,-1.17
4.545,-1.17
4.555,-1.165
4.555,-1.18
4.565,-1.18
4.59,-1.17
4.575,-1.17
4.63,-1.17
4.61,-1.175
4.59,-1.185
4.605,-1.175
4.61,-1.17
4.615,-1.17
4.625,-1.17
4.64,-1.17
4.645,-1.175
4.63,-1.185
4.61,-1.175
4.58,-1.165
4.55,-1.165
4.56,-1.145
4.59,-1.135
4.635,-1.14
4.65,-1.155
4.665,-1.16
4.67,-1.155
4.64,-1.155
4.655,-1.165
4.695,-1.17
4.755,-1.165
4.725,-1.16
4.69,-1.16
4.65,-1.17
4.665,-1.145
4.675,-1.145
4.665,-1.16
4.62,-1.15
4.58,-1.135
4.545,-1.125
4.53,-1.13
4.57,-1.14
4.615,-1.15
4.605,-1.145
4.69,-1.16
4.74,-1.155
4.805,-1.15
4.93,-1.145
5.05,-1.12
5.14,-1.09
5.17,-1.05
5.155,-1.035
5.13,-1.04
5.13,-1.07
5.13,-1.09
5.125,-1.115
5.11,-1.145
5.07,-1.15
5.025,-1.15
4.98,-1.14
4.945,-1.14
4.895,-1.14
4.855,-1.135
4.84,-1.12
4.815,-1.115
4.795,-1.11
4.785,-1.115
4.77,-1.115
4.775,-1.115
4.8,-1.125
4.8,-1.115
4.82,-1.1
4.845,-1.08
4.87,-1.08
4.905,-1.08
4.93,-1.075
4.945,-1.075
4.965,-1.065
4.98,-1.055
4.975,-1.055
5.06,-1.08
5.14,-1.09
5.26,-1.085
5.515,-1.05
5.8,-1.045
6.06,-1.055
6.21,-1.045
6.33,-1.04
6.435,-1.04
6.545,-1.02
6.655,-1.005
6.77,-0.995
6.89,-1.0
6.93,-0.975
6.95,-0.96
6.96,-0.95
6.94,-0.95
6.92,-0.945
6.89,-0.94
6.84,-0.94
6.775,-0.925
6.705,-0.91
6.645,-0.905
6.615,-0.92
6.59,-0.96
6.56,-1.005
6.545,-1.02
6.515,-1.03
6.475,-1.02
6.425,-1.04
6.385,-1.045
6.345,-1.04
6.3,-1.04
6.24,-1.045
6.175,-1.045
6.205,-1.045
6.065,-1.06
6.0,-1.065
5.915,-1.075
5.81,-1.07
5.7,-1.065
5.595,-1.055
5.505,-1.055
5.415,-1.065
5.335,-1.075
5.27,-1.065
5.21,-1.045
5.155,-1.045
5.105,-1.065
5.075,-1.06
5.055,-1.055
5.035,-1.06
4.99,-1.05
4.945,-1.05
4.91,-1.06
4.89,-1.06
4.875,-1.055
4.865,-1.05
4.86,-1.045
4.85,-1.03
4.835,-1.025
4.815,-1.03
4.81,-1.025
4.805,-1.025
4.8,-1.035
4.81,-1.05
4.785,-1.06
4.745,-1.06
4.715,-1.03
4.71,-1.01
4.695,-1.005
4.71,-1.0
4.655,-1.04
4.635,-1.035
4.58,-1.0
4.53,-0.96
4.59,-0.97
4.685,-1.02
4.685,-1.1
4.655,-1.11
4.61,-1.09
4.57,-1.075
4.585,-1.03
4.64,-1.015
4.72,-1.045
4.645,-1.095
4.59,-1.1
4.565,-1.07
4.635,-1.07
4.64,-1.08
4.61,-1.085
4.59,-1.07
4.6,-1.085
4.59,-1.11
4.53,-1.145
4.435,-1.14
4.345,-1.13
4.26,-1.125
4.215,-1.125
4.185,-1.125
4.165,-1.12
4.145,-1.08
4.165,-1.05
4.215,-1.03
4.295,-1.015
4.305,-1.01
4.31,-0.995
4.31,-1.015
4.225,-0.905
4.155,-0.885
4.105,-0.885
4.11,-0.925
4.135,-0.955
4.16,-0.975
4.16,-0.98
4.17,-0.985
4.185,-0.98
4.21,-0.98
4.215,-0.98
4.22,-0.98
4.215,-0.99
4.255,-0.985
4.27,-0.985
4.26,-1.0
4.275,-1.015
4.29,-1.035
4.33,-1.05
4.43,-1.025
4.525,-1.025
4.625,-1.035
4.735,-1.035
4.86,-1.04
4.975,-1.045
5.075,-1.045
5.175,-1.075
5.3,-1.085
5.435,-1.08
5.56,-1.11
5.685,-1.125
5.805,-1.13
5.915,-1.145
6.005,-1.165
6.055,-1.17
6.055,-1.175
6.035,-1.13
6.015,-1.11
5.99,-1.09
5.935,-1.105
5.855,-1.11
5.75,-1.1
5.605,-1.1
5.485,-1.085
5.375,-1.075
5.295,-1.07
5.245,-1.05
5.215,-1.04
5.205,-1.035
5.155,-1.035
5.13,-1.03
5.115,-1.02
5.115,-1.015
5.105,-1.01
5.085,-1.005
5.075,-1.005
5.07,-1.005
5.075,-1.01
5.075,-1.005
5.08,-0.99
5.085,-0.975
5.09,-0.96
5.07,-0.915
5.06,-0.895
5.055,-0.895
5.055,-0.875
5.05,-0.89
5.045,-0.91
5.06,-0.895
5.065,-0.91
5.055,-0.93
5.065,-0.93
4.97,-0.95
4.915,-0.965
4.86,-0.985
4.815,-1.005
4.785,-1.015
4.75,-1.01
4.705,-1.035
4.68,-1.045
4.67,-1.055
4.695,-1.06
4.69,-1.07
4.675,-1.075
4.655,-1.06
4.655,-1.05
4.655,-1.045
4.64,-1.045
4.595,-1.055
4.57,-1.055
4.555,-1.05
4.555,-1.05
4.54,-1.055
4.525,-1.07
4.525,-1.075
4.5,-1.04
4.47,-1.01
4.43,-0.99
4.4,-0.985
4.37,-0.98
4.345,-0.985
4.335,-0.985
4.31,-0.99
4.29,-1.0
4.29,-0.995
4.245,-1.0
4.2,-1.01
4.215,-1.01
4.13,-0.99
4.105,-0.98
4.075,-0.985
4.06,-0.98
4.05,-0.97
4.04,-0.96
4.035,-0.965
3.995,-0.975
3.95,-0.985
3.915,-0.985
3.91,-0.985
3.905,-0.99
3.885,-0.99
3.875,-0.99
3.87,-0.995
3.865,-1.01
3.84,-1.01
3.83,-1.015
3.83,-1.02
3.82,-1.03
3.805,-1.025
3.79,-1.01
3.775,-1.01
3.755,-1.015
3.745,-1.025
3.755,-1.05
3.755,-1.045
3.76,-1.04
3.78,-1.04
3.8,-1.035
3.82,-1.035
3.835,-1.04
3.835,-1.04
3.835,-1.04
3.83,-1.035
3.83,-1.04
3.775,-1.03
3.75,-1.03
3.735,-1.01
3.715,-1.045
3.705,-1.04
3.705,-1.015
3.705,-1.015
3.675,-1.015
3.65,-1.01
3.625,-1.025
3.615,-1.03
3.6,-1.03
3.585,-1.04
3.57,-1.045
3.56,-1.05
3.555,-1.055
3.56,-1.06
3.56,-1.065
3.555,-1.065
3.56,-1.09
3.555,-1.1
3.54,-1.105
3.535,-1.105
3.53,-1.08
3.525,-1.07
3.525,-1.08
3.52,-1.065
3.535,-1.07
3.56,-1.09
3.58,-1.085
3.58,-1.08
3.575,-1.08
3.58,-1.075
3.58,-1.05
3.575,-1.035
3.57,-1.035
3.595,-1.025
3.6,-1.035
3.61,-1.045
3.595,-1.03
3.58,-1.025
3.57,-1.025
3.59,-1.02
3.59,-1.02
3.58,-1.025
3.585,-1.015
3.59,-1.015
3.58,-1.02
3.57,-1.015
3.57,-1.01
3.575,-1.005
3.585,-0.995
3.59,-1.015
3.58,-1.02
3.56,-1.01
3.575,-1.01
3.615,-1.005
3.64,-1.005
3.635,-1.03
3.64,-1.045
3.65,-1.055
3.65,-1.045
3.65,-1.04
3.64,-1.03
3.625,-1.02
3.6,-1.0
3.58,-0.985
3.565,-0.97
3.565,-0.965
3.555,-0.96
3.54,-0.965
3.54,-0.965
3.565,-0.93
3.61,-0.93
3.65,-0.95
3.64,-0.945
3.67,-0.93
3.73,-0.915
3.795,-0.915
3.83,-0.935
3.85,-0.95
3.845,-0.945
3.825,-0.905
3.795,-0.88
3.755,-0.865
3.745,-0.86
3.74,-0.855
3.72,-0.865
3.65,-0.885
3.57,-0.915
3.505,-0.935
3.47,-0.935
3.43,-0.93
3.395,-0.925
3.38,-0.915
3.365,-0.915
3.365,-0.92
3.38,-0.915
3.415,-0.9
3.44,-0.895
3.455,-0.895
3.46,-0.88
3.455,-0.865
3.445,-0.855
3.46,-0.88
3.48,-0.87
3.495,-0.855
3.49,-0.86
3.525,-0.83
3.535,-0.825
3.545,-0.815
3.535,-0.815
3.52,-0.81
3.505,-0.805
3.535,-0.78
3.585,-0.77
3.675,-0.765
3.84,-0.765
4.245,-0.76
4.625,-0.745
4.945,-0.73
5.12,-0.72
5.25,-0.71
5.36,-0.72
5.46,-0.7
5.565,-0.685
5.64,-0.68
5.66,-0.68
5.675,-0.66
5.685,-0.63
5.675,-0.62
5.65,-0.605
5.62,-0.61
5.58,-0.635
5.52,-0.695
5.46,-0.74
5.405,-0.77
5.355,-0.775
5.31,-0.77
5.265,-0.76
5.22,-0.75
5.18,-0.74
5.135,-0.735
5.16,-0.735
5.04,-0.74
4.985,-0.735
4.92,-0.75
4.87,-0.735
4.8,-0.73
4.725,-0.74
4.66,-0.72
4.58,-0.71
4.49,-0.705
4.405,-0.725
4.305,-0.725
4.205,-0.715
4.115,-0.71
4.0,-0.715
3.915,-0.72
3.845,-0.71
3.775,-0.71
3.73,-0.705
3.69,-0.7
3.635,-0.665
3.595,-0.655
3.555,-0.645
3.52,-0.635
3.545,-0.64
3.555,-0.65
3.54,-0.665
3.52,-0.66
3.5,-0.655
3.48,-0.665
3.44,-0.68
3.42,-0.67
3.41,-0.65
3.395,-0.65
3.36,-0.655
3.33,-0.655
3.34,-0.66
3.31,-0.64
3.28,-0.65
3.215,-0.645
3.1,-0.605
3.055,-0.555
3.08,-0.515
3.255,-0.555
3.3,-0.665
3.28,-0.735
3.185,-0.71
3.205,-0.69
3.215,-0.675
3.19,-0.675
3.1,-0.645
3.065,-0.605
3.085,-0.575
3.125,-0.615
3.13,-0.64
3.1,-0.655
3.045,-0.645
3.025,-0.62
3.02,-0.62
3.055,-0.675
2.97,-0.7
2.885,-0.7
2.805,-0.68
2.78,-0.68
2.775,-0.685
2.785,-0.7
2.74,-0.735
2.695,-0.745
2.655,-0.735
2.64,-0.71
2.69,-0.67
2.73,-0.63
2.725,-0.64
2.72,-0.545
2.68,-0.495
2.64,-0.455
2.64,-0.44
2.645,-0.435
2.66,-0.425
2.69,-0.44
2.725,-0.455
2.76,-0.475
2.795,-0.495
2.79,-0.5
2.76,-0.51
2.71,-0.53
2.7,-0.53
2.7,-0.53
2.73,-0.54
2.79,-0.56
2.825,-0.58
2.85,-0.6
2.89,-0.6
2.945,-0.6
3.015,-0.605
3.11,-0.605
3.195,-0.6
3.26,-0.595
3.32,-0.595
3.405,-0.59
3.515,-0.58
3.645,-0.565
3.765,-0.59
3.79,-0.585
3.795,-0.57
3.83,-0.57
3.935,-0.565
4.025,-0.565
4.005,-0.56
4.075,-0.605
4.035,-0.615
3.96,-0.62
3.87,-0.62
3.755,-0.6
3.635,-0.565
3.535,-0.55
3.42,-0.545
3.315,-0.545
3.235,-0.535
3.21,-0.53
3.185,-0.52
3.155,-0.5
3.115,-0.52
3.095,-0.53
3.105,-0.54
3.105,-0.515
3.09,-0.49
3.08,-0.475
3.08,-0.46
3.09,-0.43
3.105,-0.39
3.13,-0.34
3.135,-0.295
3.145,-0.275
3.155,-0.285
3.17,-0.28
3.2,-0.275
3.23,-0.28
3.255,-0.295
3.275,-0.315
3.28,-0.335
3.265,-0.35
3.245,-0.37
3.23,-0.385
3.235,-0.38
3.18,-0.415
3.135,-0.435
3.085,-0.46
3.05,-0.495
3.035,-0.525
3.02,-0.55
3.015,-0.555
3.005,-0.575
2.995,-0.58
3.005,-0.555
3.005,-0.55
2.985,-0.54
2.955,-0.525
2.955,-0.52
2.95,-0.52
2.945,-0.53
2.965,-0.53
2.945,-0.52
2.92,-0.51
2.9,-0.49
2.885,-0.485
2.87,-0.49
2.87,-0.49
2.875,-0.495
2.87,-0.505
2.85,-0.52
2.82,-0.49
2.8,-0.455
2.79,-0.43
2.79,-0.415
2.77,-0.415
2.735,-0.425
2.685,-0.425
2.665,-0.42
2.645,-0.41
2.655,-0.41
2.595,-0.415
2.575,-0.42
2.55,-0.42
2.535,-0.39
2.525,-0.38
2.51,-0.39
2.505,-0.38
2.48,-0.385
2.46,-0.405
2.46,-0.415
2.445,-0.425
2.435,-0.43
2.45,-0.42
2.44,-0.41
2.43,-0.395
2.435,-0.385
2.445,-0.37
2.455,-0.36
2.46,-0.35
2.465,-0.37
2.47,-0.375
2.46,-0.38
2.435,-0.38
2.4,-0.385
2.375,-0.395
2.355,-0.415
2.355,-0.435
2.35,-0.445
2.345,-0.455
2.37,-0.445
2.385,-0.44
2.395,-0.44
2.4,-0.45
2.415,-0.455
2.435,-0.455
2.425,-0.455
2.47,-0.455
2.475,-0.45
2.47,-0.45
2.495,-0.435
2.505,-0.425
2.52,-0.42
2.545,-0.42
2.545,-0.425
2.52,-0.43
2.485,-0.43
2.455,-0.43
2.43,-0.43
2.42,-0.41
2.42,-0.42
2.415,-0.415
2.415,-0.4
2.445,-0.435
2.45,-0.445
2.445,-0.45
2.445,-0.45
2.45,-0.465
2.45,-0.48
2.44,-0.48
2.445,-0.475
2.445,-0.48
2.435,-0.49
2.445,-0.485
2.45,-0.48
2.46,-0.49
2.475,-0.48
2.48,-0.475
2.485,-0.475
2.5,-0.475
2.505,-0.46
2.52,-0.45
2.51,-0.45
2.55,-0.46
2.565,-0.455
2.585,-0.465
2.585,-0.465
2.59,-0.465
2.605,-0.47
2.615,-0.465
2.62,-0.46
2.625,-0.465
2.625,-0.475
2.645,-0.48
2.65,-0.475
2.64,-0.46
2.64,-0.46
2.645,-0.47
2.66,-0.48
2.68,-0.465
2.7,-0.47
2.72,-0.485
2.755,-0.505
2.74,-0.505
2.71,-0.495
2.67,-0.485
2.63,-0.47
2.605,-0.45
2.585,-0.425
2.615,-0.425
2.65,-0.445
2.685,-0.465
2.685,-0.48
2.68,-0.48
2.665,-0.475
2.65,-0.475
2.645,-0.455
2.64,-0.44
2.645,-0.44
2.615,-0.44
2.595,-0.435
2.555,-0.425
2.525,-0.425
2.515,-0.43
2.505,-0.425
2.52,-0.455
2.56,-0.455
2.6,-0.44
2.635,-0.44
2.675,-0.435
2.73,-0.435
2.8,-0.425
2.825,-0.415
2.835,-0.405
2.825,-0.41
2.805,-0.39
2.785,-0.385
2.775,-0.39
2.78,-0.385
2.75,-0.38
2.715,-0.375
2.695,-0.37
2.68,-0.365
2.67,-0.36
2.67,-0.35
2.68,-0.36
2.685,-0.365
2.68,-0.375
2.695,-0.35
2.72,-0.35
2.74,-0.36
2.745,-0.36
2.765,-0.385
2.775,-0.4
2.775,-0.405
2.78,-0.385
2.805,-0.365
2.83,-0.335
2.84,-0.33
2.855,-0.325
2.87,-0.32
2.855,-0.33
2.84,-0.335
2.855,-0.33
2.925,-0.32
2.955,-0.31
2.985,-0.3
3.02,-0.305
3.12,-0.28
3.315,-0.26
3.595,-0.245
3.985,-0.22
4.265,-0.195
4.46,-0.175
4.555,-0.155
4.63,-0.175
4.72,-0.2
4.82,-0.225
4.91,-0.23
4.965,-0.225
4.99,-0.23
4.96,-0.23
4.915,-0.24
4.86,-0.26
4.8,-0.305
4.755,-0.315
4.71,-0.31
4.665,-0.305
4.63,-0.32
4.605,-0.335
4.61,-0.335
4.53,-0.335
4.49,-0.33
4.455,-0.32
4.415,-0.34
4.36,-0.35
4.29,-0.345
4.23,-0.33
4.16,-0.325
4.085,-0.32
4.015,-0.285
3.94,-0.305
3.855,-0.325
3.765,-0.33
3.7,-0.325
3.61,-0.32
3.515,-0.315
3.44,-0.315
3.37,-0.32
3.315,-0.32
3.285,-0.32
3.275,-0.325
3.25,-0.33
3.21,-0.33
3.19,-0.33
3.175,-0.335
3.165,-0.335
3.165,-0.31
3.16,-0.305
3.16,-0.315
3.135,-0.31
3.12,-0.31
3.11,-0.315
3.115,-0.315
3.12,-0.31
3.115,-0.3
3.115,-0.305
3.145,-0.28
3.19,-0.275
3.245,-0.285
3.225,-0.33
3.19,-0.345
3.16,-0.33
3.155,-0.32
3.17,-0.31
3.18,-0.305
3.15,-0.33
3.075,-0.295
3.035,-0.26
3.04,-0.23
3.075,-0.25
3.14,-0.285
3.205,-0.32
3.22,-0.345
3.25,-0.36
3.28,-0.37
3.305,-0.365
3.175,-0.36
3.045,-0.34
2.97,-0.285
3.105,-0.285
3.235,-0.305
3.345,-0.345
3.315,-0.37
3.235,-0.39
3.11,-0.4
2.93,-0.37
2.88,-0.305
2.885,-0.265
2.945,-0.305
2.945,-0.34
2.91,-0.365
2.935,-0.365
2.775,-0.42
2.72,-0.44
2.685,-0.425
2.65,-0.425
2.645,-0.395
2.67,-0.355
2.71,-0.335
2.715,-0.305
2.7,-0.265
2.675,-0.22
2.71,-0.21
2.745,-0.23
2.765,-0.29
2.715,-0.305
2.685,-0.325
2.66,-0.345
2.63,-0.345
2.66,-0.34
2.715,-0.345
2.78,-0.4
2.805,-0.41
2.79,-0.41
2.715,-0.41
2.67,-0.41
2.67,-0.405
2.725,-0.41
2.755,-0.41
2.79,-0.42
2.835,-0.44
2.9,-0.435
2.98,-0.43
3.075,-0.425
3.19,-0.42
3.28,-0.415
3.34,-0.415
3.33,-0.415
3.44,-0.41
3.485,-0.405
3.515,-0.395
3.58,-0.395
3.685,-0.4
3.78,-0.415
3.765,-0.44
3.765,-0.415
3.775,-0.37
3.78,-0.32
3.8,-0.295
3.78,-0.275
3.72,-0.26
3.67,-0.26
3.61,-0.27
3.54,-0.285
3.51,-0.315
3.47,-0.325
3.43,-0.33
3.405,-0.35
3.425,-0.365
3.445,-0.375
3.445,-0.375
3.46,-0.38
3.48,-0.385
3.51,-0.395
3.51,-0.405
3.51,-0.39
3.51,-0.36
3.51,-0.31
3.545,-0.255
3.59,-0.21
3.625,-0.195
3.59,-0.175
3.56,-0.165
3.56,-0.16
3.575,-0.215
3.59,-0.22
3.605,-0.2
3.585,-0.175
3.565,-0.175
3.54,-0.19
3.5,-0.185
3.48,-0.2
3.455,-0.23
3.405,-0.27
3.35,-0.29
3.3,-0.315
3.25,-0.335
3.205,-0.345
3.17,-0.355
3.135,-0.375
3.085,-0.43
3.06,-0.455
3.05,-0.46
3.07,-0.45
3.085,-0.44
3.1,-0.44
3.11,-0.465
3.115,-0.465
3.125,-0.46
3.155,-0.46
3.145,-0.45
3.14,-0.435
3.145,-0.42
3.145,-0.41
3.13,-0.395
3.12,-0.375
3.105,-0.345
3.085,-0.335
3.075,-0.335
3.07,-0.33
3.095,-0.39
3.075,-0.4
3.04,-0.375
3.02,-0.36
2.99,-0.355
2.95,-0.35
2.9,-0.365
2.875,-0.355
2.865,-0.335
2.865,-0.345
2.87,-0.34
2.875,-0.33
2.87,-0.34
2.86,-0.355
2.855,-0.365
2.86,-0.365
2.855,-0.345
2.85,-0.365
2.85,-0.39
2.85,-0.37
2.845,-0.38
2.845,-0.395
2.865,-0.385
2.885,-0.38
2.895,-0.385
2.895,-0.395
2.88,-0.405
2.885,-0.415
2.915,-0.43
2.955,-0.445
2.94,-0.46
2.915,-0.475
2.93,-0.485
2.94,-0.49
2.945,-0.49
2.945,-0.49
2.98,-0.5
2.99,-0.5
2.985,-0.515
3.015,-0.5
3.04,-0.49
3.07,-0.48
3.095,-0.48
3.1,-0.475
3.09,-0.475
3.055,-0.46
3.01,-0.455
2.98,-0.46
2.975,-0.48
2.955,-0.48
2.945,-0.47
2.935,-0.455
2.925,-0.465
2.89,-0.47
2.855,-0.47
2.85,-0.47
2.84,-0.49
2.825,-0.505
2.815,-0.515
2.81,-0.52
2.81,-0.53
2.82,-0.55
2.85,-0.55
2.865,-0.565
2.875,-0.58
2.9,-0.605
2.905,-0.61
2.91,-0.61
2.91,-0.625
2.925,-0.63
2.95,-0.63
2.945,-0.63
2.99,-0.635
3.005,-0.635
3.02,-0.62
3.035,-0.625
3.07,-0.63
3.105,-0.635
3.14,-0.635
3.16,-0.64
3.175,-0.645
3.19,-0.63
3.21,-0.625
3.24,-0.62
3.28,-0.63
3.28,-0.63
3.275,-0.635
3.26,-0.645
3.245,-0.645
3.26,-0.64
3.28,-0.635
3.27,-0.655
3.26,-0.65
3.25,-0.64
3.255,-0.645
3.26,-0.65
3.26,-0.635
3.265,-0.615
3.265,-0.615
3.285,-0.625
3.325,-0.64
3.325,-0.64
3.325,-0.635
3.34,-0.625
3.355,-0.635
3.375,-0.635
3.385,-0.63
3.385,-0.625
3.385,-0.655
3.385,-0.66
3.375,-0.65
3.395,-0.65
3.39,-0.655
3.36,-0.655
3.32,-0.635
3.31,-0.63
3.31,-0.635
3.325,-0.66
3.33,-0.66
3.345,-0.655
3.37,-0.655
3.395,-0.655
3.425,-0.66
3.47,-0.65
3.54,-0.635
3.625,-0.625
3.715,-0.62
3.81,-0.61
3.91,-0.6
3.985,-0.59
4.035,-0.565
4.04,-0.55
4.03,-0.545
3.99,-0.555
3.975,-0.57
3.95,-0.585
3.92,-0.595
3.875,-0.62
3.83,-0.61
3.795,-0.595
3.775,-0.625
3.745,-0.61
3.705,-0.59
3.725,-0.59
3.635,-0.6
3.605,-0.615
3.575,-0.64
3.575,-0.65
3.57,-0.655
3.56,-0.655
3.56,-0.655
3.59,-0.635
3.61,-0.615
3.61,-0.6
3.63,-0.615
3.64,-0.625
3.645,-0.61
3.67,-0.605
3.745,-0.6
3.84,-0.595
3.92,-0.59
4.005,-0.56
4.1,-0.535
4.22,-0.535
4.335,-0.535
4.455,-0.535
4.58,-0.545
4.665,-0.52
4.755,-0.505
4.85,-0.495
4.91,-0.495
4.965,-0.5
5.015,-0.495
5.04,-0.495
5.045,-0.48
5.035,-0.465
5.03,-0.465
5.045,-0.465
5.08,-0.465
5.065,-0.46
5.115,-0.485
5.105,-0.485
5.08,-0.495
5.085,-0.495
5.085,-0.495
5.075,-0.505
5.075,-0.525
5.065,-0.525
5.06,-0.52
5.05,-0.52
5.03,-0.515
5.01,-0.5
4.985,-0.48
4.925,-0.48
4.88,-0.495
4.84,-0.525
4.77,-0.545
4.7,-0.55
4.64,-0.55
4.585,-0.555
4.51,-0.56
4.43,-0.555
4.34,-0.555
4.235,-0.55
4.155,-0.55
4.1,-0.54
4.055,-0.56
4.025,-0.57
4.0,-0.58
3.955,-0.58
3.925,-0.575
3.905,-0.58
3.9,-0.575
3.88,-0.585
3.85,-0.595
3.865,-0.595
3.785,-0.57
3.77,-0.565
3.76,-0.555
3.735,-0.545
3.705,-0.55
3.68,-0.57
3.66,-0.555
3.685,-0.55
3.715,-0.56
3.725,-0.58
3.69,-0.585
3.655,-0.57
3.625,-0.55
3.63,-0.56
3.625,-0.57
3.605,-0.56
3.565,-0.54
3.545,-0.54
3.545,-0.55
3.595,-0.55
3.645,-0.56
3.66,-0.575
3.605,-0.58
3.59,-0.56
3.57,-0.55
3.545,-0.57
3.555,-0.58
3.64,-0.585
3.76,-0.585
3.815,-0.635
3.765,-0.655
3.705,-0.66
3.715,-0.645
3.705,-0.625
3.705,-0.615
3.695,-0.615
3.755,-0.64
3.72,-0.645
3.635,-0.615
3.595,-0.625
3.54,-0.65
3.475,-0.675
3.435,-0.67
3.425,-0.66
3.415,-0.655
3.36,-0.67
3.36,-0.65
3.375,-0.63
3.4,-0.64
3.38,-0.58
3.385,-0.53
3.4,-0.495
3.33,-0.5
3.28,-0.505
3.26,-0.51
3.28,-0.525
3.29,-0.54
3.305,-0.56
3.34,-0.585
3.375,-0.59
3.385,-0.6
3.375,-0.615
3.33,-0.605
3.335,-0.61
3.38,-0.63
3.435,-0.63
3.47,-0.65
3.49,-0.67
3.495,-0.685
3.535,-0.685
3.61,-0.68
3.565,-0.68
3.815,-0.69
3.935,-0.69
4.06,-0.7
4.17,-0.675
4.295,-0.665
4.415,-0.665
4.505,-0.68
4.64,-0.67
4.8,-0.65
4.97,-0.64
5.195,-0.635
5.415,-0.635
5.62,-0.625
5.705,-0.645
5.78,-0.655
5.845,-0.65
5.84,-0.625
5.775,-0.585
5.685,-0.555
5.56,-0.555
5.455,-0.555
5.35,-0.55
5.245,-0.56
5.11,-0.585
4.995,-0.59
